run,green,yellow,greenGPC,yellowGPC
0,4.829692605091717,3.709989180591846,5.279445116940644,3.2002349188197527
1,4.361805404523908,3.543846443356784,3.6638334061275724,5.8300004308294735
2,4.232424901776613,4.594486614917355,7.688263907852586,2.9243619729559374
3,3.541592087655605,3.3704116320426203,3.3100851798413533,6.146862176472303
4,3.595376025745406,2.584956373325241,7.510648439371059,2.7156457928862467
5,3.0315325523392564,3.6130525424456605,2.00085938516987,4.921447856934569
6,1.0057733744844135,4.546211953865892,1.9240619135507224,8.219994911954647
7,0.8671931955988355,4.056582225259535,13.569844194859913,6.643917327937165
8,4.05967555256959,3.721263506916216,1.6247278206451536,4.066115568970047
9,3.072142373555614,2.1789007763344586,3.7117484509009477,4.060603922982837
