run,green,yellow,greenGPC,yellowGPC
0,1655800.0,1738600.0,1619700.0,1707400.0
1,1686600.0,1909100.0,1662400.0,1910900.0
2,1619000.0,1912800.0,1647500.0,1913600.0
3,1671100.0,1903200.0,1682400.0,1897400.0
4,1605600.0,1908300.0,1664900.0,1906400.0
5,1918600.0,1653600.0,1919500.0,1668800.0
6,1913700.0,1628500.0,1913000.0,1639800.0
7,1903800.0,1913100.0,1902600.0,1913300.0
8,1895600.0,1573700.0,1897200.0,1622800.0
9,1648100.0,1904800.0,1719700.0,1906400.0
