run,green,yellow,greenGPC,yellowGPC
0,68.6416,68.9346,68.5687,61.1576
1,68.9289,68.9335,65.3065,54.7081
2,68.9239,69.0708,84.2875,63.3802
3,68.9726,68.8909,78.097,71.9142
4,68.9409,69.1122,68.8271,72.4277
5,68.78,68.8386,82.943,54.8748
6,68.8708,68.9022,70.0781,69.8153
7,69.8424,68.5985,74.5226,69.1457
8,69.2841,59.2303,75.1886,61.306
9,59.7003,69.2675,75.7232,68.7273
