run,green,yellow,greenGPC,yellowGPC
0,1.5198665437401286,0.6035193439332528,1.2785380861869031,3.53273585800774
1,2.149521575244126,2.4817567224890196,1.5368963858391997,1.2110798387559227
2,1.1557928281425485,1.2473148735976947,0.7424306631686896,2.238545744152861
3,1.2143494807366588,0.9056345432706632,0.8072796338679022,6.4687580011603645
4,0.8517268342137984,1.4443939189248078,0.723565374790561,4.544776044205767
5,1.1958747988976628,1.4310177591537439,1.0178694614984312,3.073541509204371
6,0.9405241881929965,1.1335582926768084,0.682796266126478,1.5356160305454036
7,0.971707310093098,0.9572160016201431,1.0006410424099335,-3.0
8,-3.0,-3.0,-3.0,-3.0
9,-3.0,-3.0,-3.0,-3.0
