run,green,yellow,greenGPC,yellowGPC
0,63.286876,66.673687,99.342137,103.279289
1,68.584199,70.972049,114.252387,197.225668
2,66.104489,68.818114,92.523199,109.421927
3,75.213513,65.420379,123.351147,67.96726
4,57.448518,66.648496,55.73871,174.827679
5,58.414398,69.130956,59.849808,118.895869
6,68.743366,71.42471,145.875991,71.946879
7,56.695519,73.395048,53.015989,151.195201
8,54.681102,69.299309,54.794409,127.282394
9,70.020014,70.8374,70.871828,132.438565
