run,green,yellow,greenGPC,yellowGPC
0,0.4531637155757596,0.8416957005692967,0.37985976012316763,0.29807462913721955
1,0.4986985838322819,3.375620267083966,0.17208509650312853,3.059940821027595
2,2.839458180700923,0.43488719282621374,2.3049620891897673,0.4962251965313403
3,3.2198196093385865,0.4581023426703825,3.1464762681420617,0.7105483216223973
4,3.0478963582172334,0.8695496451461289,3.072136447986305,0.3875497039875364
5,0.4091063344827479,2.8461587031256244,0.19892892119558864,2.978591020310764
6,0.26965264972847897,0.6531660335418421,0.314645728702061,0.551553461521905
7,0.4043463891713824,3.3399030707792376,0.28896553068750896,2.998960338190761
8,0.48908773044013854,0.3951532550240705,0.39541066562776617,0.60921048861717
9,0.4407512178282393,3.4862979705755945,0.3594804948819035,2.992113107512975
