run,green,yellow,greenGPC,yellowGPC
0,0.0,93.40503999999999,0.0,147.04833000000002
1,0.0,125.1637,0.0,136.10747
2,93.27966,0.0,115.44130999999999,0.0
3,93.16731999999999,159.75131,123.14386999999999,185.85513
4,0.0,0.0,137.09353000000002,0.0
5,86.21727000000001,98.20926,121.83069,92.33563000000001
6,80.66884,0.0,91.92023999999999,0.0
7,86.60381999999998,82.69529,106.56774000000001,97.7174
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
