run,green,yellow,greenGPC,yellowGPC
0,65.873,68.905,65.785,74.551
1,66.602,66.797,66.894,75.687
2,66.894,66.97,68.247,78.242
3,67.547,67.117,67.93,75.672
4,66.518,68.315,68.848,73.23400000000001
5,67.282,69.511,66.61500000000001,81.725
6,67.784,68.454,69.458,81.655
7,68.604,68.709,69.535,78.62599999999999
8,65.587,67.478,66.036,72.462
9,64.261,68.337,64.534,75.96199999999999
