run,green,yellow,greenGPC,yellowGPC
0,0.9051590808056601,0.8656690429948342,3.4956559126427162,0.8187093693295078
1,0.981936832921769,0.7749093063185518,0.8855656277293243,1.620218262725397
2,0.665301427212362,0.8242498642283597,0.5436142040554276,0.7123114710611622
3,0.4853033173159651,0.7760165275665304,0.43938291878292357,0.7617231530696329
4,0.42303754534205046,0.9787749299776597,0.49006777753031894,0.9171623508265205
5,0.5876275329310189,1.0212425199961461,0.45887200363844355,0.9402107574915964
6,0.6314399229314762,0.8276243607599332,0.544115315827169,0.8564099907643434
7,0.7342871126318427,0.6332994342061687,0.8611956444245561,0.6656306658832476
8,0.7981815331410408,0.6454846736435506,0.8145058795304153,0.6194450862394283
9,1.1129663187546477,3.1071165249428634,0.5698211892261178,5.8632592107691295
