run,green,yellow,greenGPC,yellowGPC
0,125.36944469647577,149.89807326088518,95.97468567457811,101.777678609738
1,89.37236646042263,103.40095699783056,111.76016989272483,106.14448176183754
2,112.52144225239584,66.78006168837254,128.95462071656507,93.37170093276839
3,114.4163540288014,127.1226291765479,114.62365046217766,106.58790103774561
4,100.3972772070322,110.65776169045857,88.74413299607266,117.774750938831
5,111.53669983222093,107.52029938527313,102.3666869804913,119.05678424471132
6,93.52289743849202,119.49825664151899,138.3496771318155,120.46394346797831
7,85.34573786197075,80.86345231410256,116.4593144841169,83.52720201289218
8,86.87481880338179,94.3361743814395,68.08817384010591,121.39542751819872
9,142.66576238788312,129.34505941522025,78.32005342917279,51.300929602452115
