run,nedd,lowerRouterStall,fewerSwitch,random,antinedd,fewerNoCong
0.0,157.4,227.5,159.5,169.70000000000002,132.6,152.2
1.0,163.79999999999998,225.89999999999998,164.6,256.3,137.79999999999998,162.5
2.0,198.0,173.70000000000002,191.9,159.4,133.1,158.5
3.0,281.59999999999997,164.39999999999998,160.8,260.9,364.59999999999997,158.8
4.0,160.3,163.7,208.5,141.3,135.4,158.4
5.0,163.39999999999998,161.9,164.5,239.6,398.9,166.1
6.0,290.0,372.7,176.8,209.20000000000002,151.4,167.70000000000002
