run,nedd,lowerRouterStall,fewerSwitch,random,antinedd,fewerNoCong
0.0,61.6609,65.1146,62.7501,65.0,51.0551,63.8102
1.0,57.6677,51.7531,51.3538,65.1595,65.5703,56.5159
2.0,52.3648,65.0643,52.0311,50.9305,50.3715,51.0686
3.0,65.7809,49.3925,66.0207,48.4836,64.1204,66.0249
4.0,53.463,64.4457,53.1679,69.3444,65.6812,49.4117
5.0,62.9647,62.7103,62.4121,67.345,51.7719,64.8617
6.0,65.5759,63.0113,49.4239,64.8914,64.709,67.8946
7.0,66.7141,50.1052,49.6207,64.3621,50.7612,66.7256
